Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,TCGA_annot,CNV,SURV,grRatio
LDHA,HS-578-T,0.0304265,0.0,1.27417557576,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0049837,0.35335,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,-2.151938,0.0,0.7987375333329999,0.628092035714,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,0.98997295,0.0,0.0,0.21435675,-0.0017724,-0.006699200000000001,0.0,0.0,0.001436,-4.31578947368e-05,-0.7168749629629999,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.957728674419,0.0,0.84795988,-0.006044137931029999,3,7,6,6,5,6,7,100,12,4,100,10,14,10,100,6,5,5,100,7,4,7,6,6,100,7,100,100,100,100,100,100,7,7,100,4,100,100,100,7,7,9,6,100,4,7,7,6,6,5,100,11,7,6,6,100,100,5,7,8,7,9,7,8,100,100,8,8,100,5,6,100,100,8,8,100,7,1790,1066,10.827078016500002,13.559000000000001,AZ,CC,0.393360459841,0.5957446808510001,NEUTRAL,NEUT,UPREG,1.0
LDHAL6B,BT-549,0.038025916666699994,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0091749,0.255666138889,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1610348,0.0,0.38879236666699996,0.635389607143,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,0.807689,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.0013605714285699999,-4.08947368421e-05,-0.777777777778,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.00783713953488,0.0,-0.60253968,0.008594275862069999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.29278174923,2.286,BW,NO,-0.990760126464,0.166666666667,NEUTRAL,LOSS,NEUTRAL,1.0
LDHAL6B,HS-578-T,0.0304265,0.0,1.27417557576,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0049837,0.35335,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,-2.151938,0.0,0.7987375333329999,0.628092035714,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,0.98997295,0.0,0.0,0.21435675,-0.0017724,-0.006699200000000001,0.0,0.0,0.001436,-4.31578947368e-05,-0.7168749629629999,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.957728674419,0.0,0.84795988,-0.006044137931029999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.29278174923,2.286,BW,NO,-0.990760126464,0.166666666667,NEUTRAL,LOSS,NEUTRAL,1.0
LDHAL6B,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.544675916667,0.0,0.0296382,0.17684875862100002,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.47353064285700003,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.9914105,0.0,0.0,1.55283475,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.5432194814810001,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.0500447931034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.29278174923,2.286,BW,NO,-0.990760126464,0.166666666667,NEUTRAL,LOSS,NEUTRAL,1.0
LDHAL6B,MDA-MB-231,0.029240166666700002,0.0,1.27413536364,0.0,0.0,0.00846214285714,0.325819866667,0.0,0.0,0.00641145,0.56054025,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,1.8749546000000001,0.0,0.3208661,0.507035,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,-1.0102446,0.0,0.0,1.07115475,-0.0017836666666700004,-0.0067512,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.476731407407,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84592732,0.067387137931,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.29278174923,2.286,BW,NO,-0.990760126464,0.166666666667,NEUTRAL,LOSS,NEUTRAL,1.0
LDHAL6B,T47D,0.01367925,0.0,1.91047927273,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.9059198,0.24066777777800002,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.16304365,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,1.6878900000000001,0.00410489655172,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.29278174923,2.286,BW,NO,-0.990760126464,0.166666666667,NEUTRAL,LOSS,NEUTRAL,1.0
LDHA,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.544675916667,0.0,0.0296382,0.17684875862100002,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.47353064285700003,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.9914105,0.0,0.0,1.55283475,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.5432194814810001,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.0500447931034,3,7,6,6,5,6,7,100,12,4,100,10,14,10,100,6,5,5,100,7,4,7,6,6,100,7,100,100,100,100,100,100,7,7,100,4,100,100,100,7,7,9,6,100,4,7,7,6,6,5,100,11,7,6,6,100,100,5,7,8,7,9,7,8,100,100,8,8,100,5,6,100,100,8,8,100,7,1790,1066,10.827078016500002,11.812999999999999,AZ,CC,0.393360459841,0.5957446808510001,NEUTRAL,NEUT,UPREG,1.0
LDHA,MDA-MB-231,0.029240166666700002,0.0,1.27413536364,0.0,0.0,0.00846214285714,0.325819866667,0.0,0.0,0.00641145,0.56054025,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,1.8749546000000001,0.0,0.3208661,0.507035,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,-1.0102446,0.0,0.0,1.07115475,-0.0017836666666700004,-0.0067512,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.476731407407,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84592732,0.067387137931,3,7,6,6,5,6,7,100,12,4,100,10,14,10,100,6,5,5,100,7,4,7,6,6,100,7,100,100,100,100,100,100,7,7,100,4,100,100,100,7,7,9,6,100,4,7,7,6,6,5,100,11,7,6,6,100,100,5,7,8,7,9,7,8,100,100,8,8,100,5,6,100,100,8,8,100,7,1790,1066,10.827078016500002,14.424000000000001,AZ,CC,0.393360459841,0.5957446808510001,NEUTRAL,NEUT,UPREG,1.0
LDHA,T47D,0.01367925,0.0,1.91047927273,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.9059198,0.24066777777800002,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.16304365,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,1.6878900000000001,0.00410489655172,3,7,6,6,5,6,7,100,12,4,100,10,14,10,100,6,5,5,100,7,4,7,6,6,100,7,100,100,100,100,100,100,7,7,100,4,100,100,100,7,7,9,6,100,4,7,7,6,6,5,100,11,7,6,6,100,100,5,7,8,7,9,7,8,100,100,8,8,100,5,6,100,100,8,8,100,7,1790,1066,10.827078016500002,12.558,AZ,CC,0.393360459841,0.5957446808510001,NEUTRAL,NEUT,UPREG,1.0
LDHB,BT-549,0.038025916666699994,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0091749,0.255666138889,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1610348,0.0,0.38879236666699996,0.635389607143,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,0.807689,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.0013605714285699999,-4.08947368421e-05,-0.777777777778,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.00783713953488,0.0,-0.60253968,0.008594275862069999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,10.4851584404,13.255,BW,NO,-1.7569998140599998,1.24509803922,NEUTRAL,NEUT,UPREG,1.0
LDHB,HS-578-T,0.0304265,0.0,1.27417557576,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0049837,0.35335,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,-2.151938,0.0,0.7987375333329999,0.628092035714,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,0.98997295,0.0,0.0,0.21435675,-0.0017724,-0.006699200000000001,0.0,0.0,0.001436,-4.31578947368e-05,-0.7168749629629999,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.957728674419,0.0,0.84795988,-0.006044137931029999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,10.4851584404,12.964,BW,NO,-1.7569998140599998,1.24509803922,NEUTRAL,NEUT,UPREG,1.0
LDHB,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.544675916667,0.0,0.0296382,0.17684875862100002,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.47353064285700003,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.9914105,0.0,0.0,1.55283475,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.5432194814810001,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.0500447931034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,10.4851584404,2.286,BW,NO,-1.7569998140599998,1.24509803922,NEUTRAL,NEUT,UPREG,1.0
LDHB,MDA-MB-231,0.029240166666700002,0.0,1.27413536364,0.0,0.0,0.00846214285714,0.325819866667,0.0,0.0,0.00641145,0.56054025,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,1.8749546000000001,0.0,0.3208661,0.507035,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,-1.0102446,0.0,0.0,1.07115475,-0.0017836666666700004,-0.0067512,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.476731407407,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84592732,0.067387137931,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,10.4851584404,12.780999999999999,BW,NO,-1.7569998140599998,1.24509803922,NEUTRAL,NEUT,UPREG,1.0
LDHB,T47D,0.01367925,0.0,1.91047927273,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.9059198,0.24066777777800002,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.16304365,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,1.6878900000000001,0.00410489655172,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,10.4851584404,6.5489999999999995,BW,NO,-1.7569998140599998,1.24509803922,NEUTRAL,NEUT,UPREG,1.0
LIPG,BT-549,0.0277658333333,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0033529000000000002,0.38631838888899994,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1493908,0.0,0.38879236666699996,0.393211428571,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,1.08561725,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.002315,6.13684210526e-05,-0.608979185185,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.0110752325581,0.0,0.84593156,0.00859434482759,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,1,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1089,3.29278174923,2.286,BM,IN,-0.6480526586240001,0.307692307692,NEUTRAL,LOSS,NEUTRAL,1.0
LIPG,HS-578-T,0.02587025,0.0,1.2741755454500001,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0025,0.370284444444,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,1.6732543999999998,0.0,0.7987375333329999,0.663334214286,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,-0.9201396000000001,0.0,0.0,0.08275725,-0.0017724,-2.0983375,0.0,0.0,0.00215042857143,-4.31578947368e-05,-0.71443,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.46935658139499997,0.0,0.84795988,-0.006044137931029999,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,1,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1089,3.29278174923,4.582,BM,IN,-0.6480526586240001,0.307692307692,NEUTRAL,LOSS,NEUTRAL,1.0
LIPG,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.45929813888899995,0.0,0.0296382,0.0,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.494963035714,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.90041945,0.0,0.0,1.493962,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.777777777778,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.011880931034500001,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,1,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1089,3.29278174923,2.286,BM,IN,-0.6480526586240001,0.307692307692,NEUTRAL,LOSS,NEUTRAL,1.0
LIPG,MDA-MB-231,0.029240166666700002,0.0,1.2741751515200002,0.0,0.0,0.00846214285714,0.3258198,0.0,0.0,0.00641145,0.531533083333,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,-2.150517,0.0,0.3208661,0.667595821429,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.0024912,0.0,0.0,1.07115475,-0.0017836666666700004,-1.8087359,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.777777777778,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84597988,-0.0103577586207,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,1,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1089,3.29278174923,7.233,BM,IN,-0.6480526586240001,0.307692307692,NEUTRAL,LOSS,NEUTRAL,1.0
LIPG,T47D,0.01367925,0.0,1.27416278788,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.8695567,0.281071222222,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.1812252,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,0.84795224,0.00410493103448,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,1,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1089,3.29278174923,2.286,BM,IN,-0.6480526586240001,0.307692307692,NEUTRAL,LOSS,NEUTRAL,1.0
LTC4S,BT-549,0.038025916666699994,0.0,0.829821484848,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0091749,0.234300111111,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.0701933,0.100935,0.38879236666699996,0.555981535714,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.117608,0.0,0.0,0.84251225,-0.0016733333333299998,-2.0982935,0.0,0.0,0.0013605714285699999,-4.08947368421e-05,0.662768888889,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.0110752325581,0.0,1.68791256,0.093331862069,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.289,BT,IN,-0.8619948787720001,0.607594936709,NEUTRAL,NEUT,NEUTRAL,1.0
LTC4S,HS-578-T,0.0304265,0.0,0.328907333333,0.0,0.0,0.00840480952381,0.08788233333329999,0.0,0.0,0.0049837,0.365563555556,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,-2.151938,0.0,0.7987375333329999,0.8653391071430001,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,0.98997295,0.0,0.0,0.0998545,-0.0017724,0.0016625,0.0,0.0,0.001436,6.47368421053e-05,3.04773466667,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.46935658139499997,0.0,0.84592772,0.142778965517,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.2880000000000003,BT,IN,-0.8619948787720001,0.607594936709,NEUTRAL,NEUT,NEUTRAL,1.0
LTC4S,MCF7,0.013892833333299999,0.0,0.3456487272730001,0.0,0.0,0.0102124761905,0.55675,0.0,0.0,0.0025,0.270383388889,0.0,0.0296382,0.130311310345,0.0,1.01752,0.0,-1.8524154,0.310847222222,0.661012566667,0.60756475,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,1.18086565,0.0,0.0,1.493962,-0.00212726666667,0.0015045,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.824567925926,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,0.84591416,0.011880896551700002,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.2880000000000003,BT,IN,-0.8619948787720001,0.607594936709,NEUTRAL,NEUT,NEUTRAL,1.0
